,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
14395,7 Lezards,Paris,,,,,,,/Restaurant_Review-g187147-d5888691-Reviews-7_Lezards-Paris_Ile_de_France.html,d5888691
14396,Restaurant Au Grain de Ble,Paris,,,,,,,/Restaurant_Review-g187147-d5888728-Reviews-Restaurant_Au_Grain_de_Ble-Paris_Ile_de_France.html,d5888728
14397,Le Bistrot Florentin,Paris,,,,,,,/Restaurant_Review-g187147-d5890514-Reviews-Le_Bistrot_Florentin-Paris_Ile_de_France.html,d5890514
14398,Siyoweb,Paris,,,,,,,/Restaurant_Review-g187147-d5890526-Reviews-Siyoweb-Paris_Ile_de_France.html,d5890526
14399,Au Bon Cep,Paris,,,,,,,/Restaurant_Review-g187147-d5890586-Reviews-Au_Bon_Cep-Paris_Ile_de_France.html,d5890586
14400,Momento,Paris,,,,,,,/Restaurant_Review-g187147-d5890603-Reviews-Momento-Paris_Ile_de_France.html,d5890603
14401,El Burrito Mexicano,Paris,['Mexican'],,,,,,/Restaurant_Review-g187147-d5890613-Reviews-El_Burrito_Mexicano-Paris_Ile_de_France.html,d5890613
14402,Elsa Bagels,Paris,,,,,,,/Restaurant_Review-g187147-d5890739-Reviews-Elsa_Bagels-Paris_Ile_de_France.html,d5890739
14403,L'Apotheme,Paris,,,,,,,/Restaurant_Review-g187147-d5890772-Reviews-L_Apotheme-Paris_Ile_de_France.html,d5890772
14404,Bistrot du Boursier,Paris,,,,,,,/Restaurant_Review-g187147-d5890801-Reviews-Bistrot_du_Boursier-Paris_Ile_de_France.html,d5890801
14405,Au 24,Paris,,,,,,,/Restaurant_Review-g187147-d5890871-Reviews-Au_24-Paris_Ile_de_France.html,d5890871
14406,Sylvain Pierre Albert Associes,Paris,,,,,,,/Restaurant_Review-g187147-d5890904-Reviews-Sylvain_Pierre_Albert_Associes-Paris_Ile_de_France.html,d5890904
14407,Eva' Zion Bar,Paris,"['Bar', 'Pub']",,,,,,/Restaurant_Review-g187147-d5892072-Reviews-Eva_Zion_Bar-Paris_Ile_de_France.html,d5892072
14408,Ferma,Paris,,,,,,,/Restaurant_Review-g187147-d5895059-Reviews-Ferma-Paris_Ile_de_France.html,d5895059
14409,El Fath,Paris,,,,,,,/Restaurant_Review-g187147-d5895097-Reviews-El_Fath-Paris_Ile_de_France.html,d5895097
14410,Villa Osaka,Paris,,,,,,,/Restaurant_Review-g187147-d5895117-Reviews-Villa_Osaka-Paris_Ile_de_France.html,d5895117
14411,Le Lotus Bleu,Paris,,,,,,,/Restaurant_Review-g187147-d5895190-Reviews-Le_Lotus_Bleu-Paris_Ile_de_France.html,d5895190
14412,Les Arcades,Paris,,,,,,,/Restaurant_Review-g187147-d5895203-Reviews-Les_Arcades-Paris_Ile_de_France.html,d5895203
14413,Rozerin,Paris,,,,,,,/Restaurant_Review-g187147-d5895206-Reviews-Rozerin-Paris_Ile_de_France.html,d5895206
14414,L'Ethik a Table,Paris,,,,,,,/Restaurant_Review-g187147-d5895262-Reviews-L_Ethik_a_Table-Paris_Ile_de_France.html,d5895262
14415,Sushi Station,Paris,['Sushi'],,,,,,/Restaurant_Review-g187147-d5895268-Reviews-Sushi_Station-Paris_Ile_de_France.html,d5895268
14416,Escale Caraibe,Paris,['Pub'],,,,,,/Restaurant_Review-g187147-d5895303-Reviews-Escale_Caraibe-Paris_Ile_de_France.html,d5895303
14417,Le Morlaix,Paris,,,,,,,/Restaurant_Review-g187147-d5895324-Reviews-Le_Morlaix-Paris_Ile_de_France.html,d5895324
14418,Lau Lip Bou,Paris,,,,,,,/Restaurant_Review-g187147-d5927773-Reviews-Lau_Lip_Bou-Paris_Ile_de_France.html,d5927773
14419,Artisan Nature,Paris,,,,,,,/Restaurant_Review-g187147-d5927804-Reviews-Artisan_Nature-Paris_Ile_de_France.html,d5927804
14420,La Table du Pavillon,Paris,,,,,,,/Restaurant_Review-g187147-d5927855-Reviews-La_Table_du_Pavillon-Paris_Ile_de_France.html,d5927855
14421,Charlotte Aux Crepes,Paris,,,,,,,/Restaurant_Review-g187147-d5927895-Reviews-Charlotte_Aux_Crepes-Paris_Ile_de_France.html,d5927895
14422,Il Maestro,Paris,,,,,,,/Restaurant_Review-g187147-d5927924-Reviews-Il_Maestro-Paris_Ile_de_France.html,d5927924
14423,L'ABEL VIE,Paris,,,,,,,/Restaurant_Review-g187147-d5927950-Reviews-L_ABEL_VIE-Paris_Ile_de_France.html,d5927950
14424,Le Spot,Paris,,,,,,,/Restaurant_Review-g187147-d5927985-Reviews-Le_Spot-Paris_Ile_de_France.html,d5927985
14425,I Love Opera,Paris,,,,,,,/Restaurant_Review-g187147-d5927991-Reviews-I_Love_Opera-Paris_Ile_de_France.html,d5927991
14426,Le Cafe des Delices,Paris,,,,,,,/Restaurant_Review-g187147-d5928011-Reviews-Le_Cafe_des_Delices-Paris_Ile_de_France.html,d5928011
14427,Les Etoiles,Paris,,,,,,,/Restaurant_Review-g187147-d5928040-Reviews-Les_Etoiles-Paris_Ile_de_France.html,d5928040
14428,Bongrand Gerard Clement Eugene,Paris,,,,,,,/Restaurant_Review-g187147-d5928068-Reviews-Bongrand_Gerard_Clement_Eugene-Paris_Ile_de_France.html,d5928068
14429,Le Pre Vert,Paris,,,,,,,/Restaurant_Review-g187147-d5928074-Reviews-Le_Pre_Vert-Paris_Ile_de_France.html,d5928074
14430,Caves Saint Jean,Paris,,,,,,,/Restaurant_Review-g187147-d5928107-Reviews-Caves_Saint_Jean-Paris_Ile_de_France.html,d5928107
14431,Sushi Hut,Paris,['Sushi'],,,,,,/Restaurant_Review-g187147-d5928149-Reviews-Sushi_Hut-Paris_Ile_de_France.html,d5928149
14432,Com Viet,Paris,,,,,,,/Restaurant_Review-g187147-d5943819-Reviews-Com_Viet-Paris_Ile_de_France.html,d5943819
14433,Baranco,Paris,,,,,,,/Restaurant_Review-g187147-d5943823-Reviews-Baranco-Paris_Ile_de_France.html,d5943823
14434,Que Pasa,Paris,,,,,,,/Restaurant_Review-g187147-d5943886-Reviews-Que_Pasa-Paris_Ile_de_France.html,d5943886
14435,La Grille,Paris,,,,,,,/Restaurant_Review-g187147-d5948281-Reviews-La_Grille-Paris_Ile_de_France.html,d5948281
14436,Gsound Paris Bastille,Paris,['French'],,,,,,/Restaurant_Review-g187147-d5955033-Reviews-Gsound_Paris_Bastille-Paris_Ile_de_France.html,d5955033
14437,Sushi'z,Paris,['Sushi'],,,,,,/Restaurant_Review-g187147-d5955849-Reviews-Sushi_z-Paris_Ile_de_France.html,d5955849
14438,Le Milord,Paris,,,,,,,/Restaurant_Review-g187147-d5957251-Reviews-Le_Milord-Paris_Ile_de_France.html,d5957251
14439,Evasion,Paris,,,,,,,/Restaurant_Review-g187147-d5957254-Reviews-Evasion-Paris_Ile_de_France.html,d5957254
14440,US Groupe,Paris,,,,,,,/Restaurant_Review-g187147-d5957305-Reviews-US_Groupe-Paris_Ile_de_France.html,d5957305
14441,La Casa de Maria,Paris,,,,,,,/Restaurant_Review-g187147-d5957373-Reviews-La_Casa_de_Maria-Paris_Ile_de_France.html,d5957373
14442,Le Biniou,Paris,,,,,,,/Restaurant_Review-g187147-d5957378-Reviews-Le_Biniou-Paris_Ile_de_France.html,d5957378
14443,Ounis,Paris,,,,,,,/Restaurant_Review-g187147-d5957441-Reviews-Ounis-Paris_Ile_de_France.html,d5957441
14444,Co Loc Cafe,Paris,,,,,,,/Restaurant_Review-g187147-d5957470-Reviews-Co_Loc_Cafe-Paris_Ile_de_France.html,d5957470
14445,Kouch,Paris,,,,,,,/Restaurant_Review-g187147-d5957474-Reviews-Kouch-Paris_Ile_de_France.html,d5957474
14446,VGV Associes,Paris,,,,,,,/Restaurant_Review-g187147-d5957556-Reviews-VGV_Associes-Paris_Ile_de_France.html,d5957556
14447,Caisse des Ecoles 17E Arrondissement,Paris,,,,,,,/Restaurant_Review-g187147-d5957563-Reviews-Caisse_des_Ecoles_17E_Arrondissement-Paris_Ile_de_France.html,d5957563
14448,Charcuterie du Marche,Paris,,,,,,,/Restaurant_Review-g187147-d5957605-Reviews-Charcuterie_du_Marche-Paris_Ile_de_France.html,d5957605
14449,Edony Cafe,Paris,,,,,,,/Restaurant_Review-g187147-d5962220-Reviews-Edony_Cafe-Paris_Ile_de_France.html,d5962220
14450,Alfred,Paris,,,,,,,/Restaurant_Review-g187147-d5962291-Reviews-Alfred-Paris_Ile_de_France.html,d5962291
14451,TOP Sushi,Paris,['Sushi'],,,,,,/Restaurant_Review-g187147-d5963903-Reviews-TOP_Sushi-Paris_Ile_de_France.html,d5963903
14452,capitaine cook,Paris,['Greek'],,,,,,/Restaurant_Review-g187147-d5964295-Reviews-Capitaine_cook-Paris_Ile_de_France.html,d5964295
14453,Calixte,Paris,,,,,,,/Restaurant_Review-g187147-d5965093-Reviews-Calixte-Paris_Ile_de_France.html,d5965093
14454,Marquise Restaurant Bar,Paris,,,,,,,/Restaurant_Review-g187147-d5965134-Reviews-Marquise_Restaurant_Bar-Paris_Ile_de_France.html,d5965134
14455,Le But,Paris,,,,,,,/Restaurant_Review-g187147-d5965150-Reviews-Le_But-Paris_Ile_de_France.html,d5965150
14456,Lepoivre,Paris,,,,,,,/Restaurant_Review-g187147-d5965203-Reviews-Lepoivre-Paris_Ile_de_France.html,d5965203
14457,Chez Luc,Paris,['French'],,,,,,/Restaurant_Review-g187147-d5965265-Reviews-Chez_Luc-Paris_Ile_de_France.html,d5965265
14458,Fun Pizzas,Paris,,,,,,,/Restaurant_Review-g187147-d5965302-Reviews-Fun_Pizzas-Paris_Ile_de_France.html,d5965302
14459,Zabar,Paris,,,,,,,/Restaurant_Review-g187147-d5965357-Reviews-Zabar-Paris_Ile_de_France.html,d5965357
14460,Tian Hua,Paris,,,,,,,/Restaurant_Review-g187147-d5965375-Reviews-Tian_Hua-Paris_Ile_de_France.html,d5965375
14461,Chhan Meng,Paris,,,,,,,/Restaurant_Review-g187147-d5965386-Reviews-Chhan_Meng-Paris_Ile_de_France.html,d5965386
14462,23 Mr,Paris,,,,,,,/Restaurant_Review-g187147-d5965429-Reviews-23_Mr-Paris_Ile_de_France.html,d5965429
14463,Paprika,Paris,,,,,,,/Restaurant_Review-g187147-d5965485-Reviews-Paprika-Paris_Ile_de_France.html,d5965485
14464,Mumble Crepe,Paris,,,,,,,/Restaurant_Review-g187147-d5969404-Reviews-Mumble_Crepe-Paris_Ile_de_France.html,d5969404
14465,Mandarin 168 Prestige,Paris,['Chinese'],,,,,,/Restaurant_Review-g187147-d5969407-Reviews-Mandarin_168_Prestige-Paris_Ile_de_France.html,d5969407
14466,Maroresto,Paris,,,,,,,/Restaurant_Review-g187147-d5971767-Reviews-Maroresto-Paris_Ile_de_France.html,d5971767
14467,Sushi Express 19,Paris,['Sushi'],,,,,,/Restaurant_Review-g187147-d5972745-Reviews-Sushi_Express_19-Paris_Ile_de_France.html,d5972745
14468,Tontine D'or,Paris,,,,,,,/Restaurant_Review-g187147-d5972809-Reviews-Tontine_D_or-Paris_Ile_de_France.html,d5972809
14469,Amazigh Etoile Restaurant,Paris,,,,,,,/Restaurant_Review-g187147-d5972859-Reviews-Amazigh_Etoile_Restaurant-Paris_Ile_de_France.html,d5972859
14470,Le Saint Amour,Paris,,,,,,,/Restaurant_Review-g187147-d5973182-Reviews-Le_Saint_Amour-Paris_Ile_de_France.html,d5973182
14471,Food Express,Paris,,,,,,,/Restaurant_Review-g187147-d5981669-Reviews-Food_Express-Paris_Ile_de_France.html,d5981669
14472,Boucherie Feray,Paris,,,,,,,/Restaurant_Review-g187147-d5981693-Reviews-Boucherie_Feray-Paris_Ile_de_France.html,d5981693
14473,Jean Michel Sabat,Paris,,,,,,,/Restaurant_Review-g187147-d5981836-Reviews-Jean_Michel_Sabat-Paris_Ile_de_France.html,d5981836
14474,La Pancha,Paris,,,,,,,/Restaurant_Review-g187147-d5985289-Reviews-La_Pancha-Paris_Ile_de_France.html,d5985289
14475,Alto cafe,Paris,['Cafe'],,,,,,/Restaurant_Review-g187147-d6206452-Reviews-Alto_cafe-Paris_Ile_de_France.html,d6206452
14476,Restaurant Pouss',Paris,['French'],,,,,,/Restaurant_Review-g187147-d6376981-Reviews-Restaurant_Pouss-Paris_Ile_de_France.html,d6376981
14477,Societe Socrate,Paris,['French'],,,,,,/Restaurant_Review-g187147-d6404934-Reviews-Societe_Socrate-Paris_Ile_de_France.html,d6404934
14478,Bagels Night,Paris,['American'],,,,,,/Restaurant_Review-g187147-d6416987-Reviews-Bagels_Night-Paris_Ile_de_France.html,d6416987
14479,Le Marbella,Paris,,,,,,,/Restaurant_Review-g187147-d6428908-Reviews-Le_Marbella-Paris_Ile_de_France.html,d6428908
14480,Cafe de Teheran,Paris,['Cafe'],,,,,,/Restaurant_Review-g187147-d6456775-Reviews-Cafe_de_Teheran-Paris_Ile_de_France.html,d6456775
14481,Mediterranee Gasrtonomie,Paris,"['Italian', 'French', 'Lebanese', 'Mediterranean', 'Greek']",,,,,,/Restaurant_Review-g187147-d6484088-Reviews-Mediterranee_Gasrtonomie-Paris_Ile_de_France.html,d6484088
14482,Alto Cafe,Paris,['Cafe'],,,,,,/Restaurant_Review-g187147-d6485629-Reviews-Alto_Cafe-Paris_Ile_de_France.html,d6485629
14483,Insomnia After Work,Paris,['Pub'],,,,,,/Restaurant_Review-g187147-d6558442-Reviews-Insomnia_After_Work-Paris_Ile_de_France.html,d6558442
14484,Woozy,Paris,['French'],,,,,,/Restaurant_Review-g187147-d6558637-Reviews-Woozy-Paris_Ile_de_France.html,d6558637
14485,P Alati,Paris,,,,,,,/Restaurant_Review-g187147-d6643529-Reviews-P_Alati-Paris_Ile_de_France.html,d6643529
14486,Jack's Popcorn,Paris,"['French', 'American']",,,,,,/Restaurant_Review-g187147-d6833149-Reviews-Jack_s_Popcorn-Paris_Ile_de_France.html,d6833149
14487,Au Palais des Dragons,Paris,"['Chinese', 'Thai', 'Vietnamese']",,,,,,/Restaurant_Review-g187147-d6868325-Reviews-Au_Palais_des_Dragons-Paris_Ile_de_France.html,d6868325
14488,The Hot Dog Corner,Paris,['Cafe'],,,,,,/Restaurant_Review-g187147-d6869035-Reviews-The_Hot_Dog_Corner-Paris_Ile_de_France.html,d6869035
14489,les grandes carrieres,Paris,,,,,,,/Restaurant_Review-g187147-d6873832-Reviews-Les_grandes_carrieres-Paris_Ile_de_France.html,d6873832
14490,Pan Cooker,Paris,,,,,,,/Restaurant_Review-g187147-d6874872-Reviews-Pan_Cooker-Paris_Ile_de_France.html,d6874872
14491,Pizza du Maestro 75020,Paris,,,,,,,/Restaurant_Review-g187147-d6874934-Reviews-Pizza_du_Maestro_75020-Paris_Ile_de_France.html,d6874934
14492,Ginger Market,Paris,"['Japanese', 'Sushi']",,,,,,/Restaurant_Review-g187147-d6902916-Reviews-Ginger_Market-Paris_Ile_de_France.html,d6902916
14493,Anema,Paris,['French'],,,,,,/Restaurant_Review-g187147-d6919808-Reviews-Anema-Paris_Ile_de_France.html,d6919808
14494,Hotel - Restaurant la Grande Fontaine,Paris,,,,,,,/Restaurant_Review-g187147-d6959260-Reviews-Hotel_Restaurant_la_Grande_Fontaine-Paris_Ile_de_France.html,d6959260
14495,0 de Mer Brasserie,Paris,['French'],,,,,,/Restaurant_Review-g187147-d6997134-Reviews-0_de_Mer_Brasserie-Paris_Ile_de_France.html,d6997134
14496,Clairevie,Paris,,,,,,,/Restaurant_Review-g187147-d6999632-Reviews-Clairevie-Paris_Ile_de_France.html,d6999632
14497,Le Seorff,Paris,['Pizza'],,,,,,/Restaurant_Review-g187147-d7003157-Reviews-Le_Seorff-Paris_Ile_de_France.html,d7003157
14498,Le Bosphore,Paris,"['Turkish', 'Vietnamese']",,,,,,/Restaurant_Review-g187147-d7093995-Reviews-Le_Bosphore-Paris_Ile_de_France.html,d7093995
14499,BURGER GROOVE,Paris,,,,,,,/Restaurant_Review-g187147-d7102451-Reviews-BURGER_GROOVE-Paris_Ile_de_France.html,d7102451
14500,La Passerelle,Paris,,,,,,,/Restaurant_Review-g187147-d7108786-Reviews-La_Passerelle-Paris_Ile_de_France.html,d7108786
14501,Ton Khao,Paris,,,,,,,/Restaurant_Review-g187147-d7108792-Reviews-Ton_Khao-Paris_Ile_de_France.html,d7108792
14502,Le Bistrot,Paris,,,,,,,/Restaurant_Review-g187147-d7108836-Reviews-Le_Bistrot-Paris_Ile_de_France.html,d7108836
14503,Le Filobeach,Paris,,,,,,,/Restaurant_Review-g187147-d7112510-Reviews-Le_Filobeach-Paris_Ile_de_France.html,d7112510
14504,Restaurant la Belle Epoque,Paris,,,,,,,/Restaurant_Review-g187147-d7125737-Reviews-Restaurant_la_Belle_Epoque-Paris_Ile_de_France.html,d7125737
14505,aux 2 baguettes,Paris,"['Asian', 'Vietnamese']",,,,,,/Restaurant_Review-g187147-d7134589-Reviews-Aux_2_baguettes-Paris_Ile_de_France.html,d7134589
14506,Le Twist,Paris,['Fast Food'],,,,,,/Restaurant_Review-g187147-d7158444-Reviews-Le_Twist-Paris_Ile_de_France.html,d7158444
14507,Wok'Up,Paris,['Chinese'],,,,,,/Restaurant_Review-g187147-d7191621-Reviews-Wok_Up-Paris_Ile_de_France.html,d7191621
14508,A L'ombre de L'olivier,Paris,,,,,,,/Restaurant_Review-g187147-d7203942-Reviews-A_L_ombre_de_L_olivier-Paris_Ile_de_France.html,d7203942
14509,Idri,Paris,['Halal'],,,,,,/Restaurant_Review-g187147-d7213846-Reviews-Idri-Paris_Ile_de_France.html,d7213846
14510,Le 35 Tours,Paris,"['French', 'Spanish']",,,,,,/Restaurant_Review-g187147-d7214849-Reviews-Le_35_Tours-Paris_Ile_de_France.html,d7214849
14511,Les Chefs de Pierre Jean,Paris,"['French', 'Fusion', 'Gastropub']",,,,,,/Restaurant_Review-g187147-d7236187-Reviews-Les_Chefs_de_Pierre_Jean-Paris_Ile_de_France.html,d7236187
14512,Allo-Chinois Paris 17,Paris,"['French', 'Chinese']",,,,,,/Restaurant_Review-g187147-d7247876-Reviews-Allo_Chinois_Paris_17-Paris_Ile_de_France.html,d7247876
14513,Le Mont Lozere,Paris,['French'],,,,,,/Restaurant_Review-g187147-d7259886-Reviews-Le_Mont_Lozere-Paris_Ile_de_France.html,d7259886
14514,Salad Bar Green,Paris,['European'],,,,,,/Restaurant_Review-g187147-d7278460-Reviews-Salad_Bar_Green-Paris_Ile_de_France.html,d7278460
14515,L 'avant L' Apres,Paris,['Wine Bar'],,,,,,/Restaurant_Review-g187147-d7297857-Reviews-L_avant_L_Apres-Paris_Ile_de_France.html,d7297857
14516,zeste serre chevalier,Paris,"['Italian', 'French', 'Moroccan', 'Mediterranean', 'Asian', 'British']",,,,,,/Restaurant_Review-g187147-d7342266-Reviews-Zeste_serre_chevalier-Paris_Ile_de_France.html,d7342266
14517,L'ancienne Commune,Paris,['French'],,,,,,/Restaurant_Review-g187147-d7368686-Reviews-L_ancienne_Commune-Paris_Ile_de_France.html,d7368686
14518,Gin Fizz,Paris,,,,,,,/Restaurant_Review-g187147-d7610841-Reviews-Gin_Fizz-Paris_Ile_de_France.html,d7610841
14519,Triades,Paris,"['Bar', 'Pub']",,,,,,/Restaurant_Review-g187147-d7612291-Reviews-Triades-Paris_Ile_de_France.html,d7612291
14520,Cosy Bar,Paris,['Soups'],,,,,,/Restaurant_Review-g187147-d7613468-Reviews-Cosy_Bar-Paris_Ile_de_France.html,d7613468
14521,Aux 7 Saveurs,Paris,"['Chinese', 'Japanese']",,,,,,/Restaurant_Review-g187147-d7619359-Reviews-Aux_7_Saveurs-Paris_Ile_de_France.html,d7619359
14522,Delicieux,Paris,"['French', 'American', 'Indian', 'Asian', 'Fusion']",,,,,,/Restaurant_Review-g187147-d7721478-Reviews-Delicieux-Paris_Ile_de_France.html,d7721478
14523,Delit Cieux,Paris,,,,,,,/Restaurant_Review-g187147-d7725858-Reviews-Delit_Cieux-Paris_Ile_de_France.html,d7725858
14524,Le Rendez-Vous de Midi,Paris,"['Cafe', 'Delicatessen']",,,,,,/Restaurant_Review-g187147-d7814751-Reviews-Le_Rendez_Vous_de_Midi-Paris_Ile_de_France.html,d7814751
14525,Restaurateur a Restaurateur,Paris,['Fusion'],,,,,,/Restaurant_Review-g187147-d7816182-Reviews-Restaurateur_a_Restaurateur-Paris_Ile_de_France.html,d7816182
14526,Cereal UK Cafe,Paris,"['Cafe', 'British']",,,,,,/Restaurant_Review-g187147-d7906913-Reviews-Cereal_UK_Cafe-Paris_Ile_de_France.html,d7906913
14527,Il Golosone,Paris,['Italian'],,,,,,/Restaurant_Review-g187147-d7910672-Reviews-Il_Golosone-Paris_Ile_de_France.html,d7910672
14528,Food Court Paris Cergy,Paris,"['Italian', 'French', 'International', 'Asian', 'South American', 'Central American']",,,,,,/Restaurant_Review-g187147-d7969745-Reviews-Food_Court_Paris_Cergy-Paris_Ile_de_France.html,d7969745
14529,Sareden Bio,Paris,,,,,,,/Restaurant_Review-g187147-d7995600-Reviews-Sareden_Bio-Paris_Ile_de_France.html,d7995600
14530,lilis Sulis,Paris,['French'],,,,,,/Restaurant_Review-g187147-d8003632-Reviews-Lilis_Sulis-Paris_Ile_de_France.html,d8003632
14531,Un Jour Toujours,Paris,,,,,,,/Restaurant_Review-g187147-d8068515-Reviews-Un_Jour_Toujours-Paris_Ile_de_France.html,d8068515
14532,Le Shangai Degustation,Paris,,,,,,,/Restaurant_Review-g187147-d8071596-Reviews-Le_Shangai_Degustation-Paris_Ile_de_France.html,d8071596
14533,Le comptoir Vaugirard,Paris,,,,,,,/Restaurant_Review-g187147-d8078604-Reviews-Le_comptoir_Vaugirard-Paris_Ile_de_France.html,d8078604
14534,Royal Strasbourg,Paris,['French'],,,,,,/Restaurant_Review-g187147-d8126452-Reviews-Royal_Strasbourg-Paris_Ile_de_France.html,d8126452
14535,Fish and chic,Paris,['Fast Food'],,,,,,/Restaurant_Review-g187147-d8134719-Reviews-Fish_and_chic-Paris_Ile_de_France.html,d8134719
14536,Art'inn,Paris,,,,,,,/Restaurant_Review-g187147-d8272607-Reviews-Art_inn-Paris_Ile_de_France.html,d8272607
14537,Le Dragon D'or,Paris,,,,,,,/Restaurant_Review-g187147-d8285423-Reviews-Le_Dragon_D_or-Paris_Ile_de_France.html,d8285423
14538,McDonald's,Paris,,,,,,,/Restaurant_Review-g187147-d8297674-Reviews-McDonald_s-Paris_Ile_de_France.html,d8297674
14539,Zumo,Paris,,,,,,,/Restaurant_Review-g187147-d8360797-Reviews-Zumo-Paris_Ile_de_France.html,d8360797
14540,La Flying Kitchen - Le Comptoir,Paris,"['French', 'Fusion', 'Wine Bar']",,,$$ - $$$,,,/Restaurant_Review-g187147-d8372868-Reviews-La_Flying_Kitchen_Le_Comptoir-Paris_Ile_de_France.html,d8372868
14541,Cafe des Vapoteurs,Paris,,,,,,,/Restaurant_Review-g187147-d8375208-Reviews-Cafe_des_Vapoteurs-Paris_Ile_de_France.html,d8375208
14542,Dark Side of the Moon2,Paris,,,,,,,/Restaurant_Review-g187147-d8461736-Reviews-Dark_Side_of_the_Moon2-Paris_Ile_de_France.html,d8461736
14543,Le Fourbi,Paris,,,,,,,/Restaurant_Review-g187147-d8461739-Reviews-Le_Fourbi-Paris_Ile_de_France.html,d8461739
14544,Piece Du Boucher,Paris,,,,,,,/Restaurant_Review-g187147-d8463018-Reviews-Piece_Du_Boucher-Paris_Ile_de_France.html,d8463018
14545,Paris Brunch Club,Paris,,,,,,,/Restaurant_Review-g187147-d8466873-Reviews-Paris_Brunch_Club-Paris_Ile_de_France.html,d8466873
14546,Le Fournil de Paris,Paris,,,,,,,/Restaurant_Review-g187147-d8518301-Reviews-Le_Fournil_de_Paris-Paris_Ile_de_France.html,d8518301
14547,Le Fournil de Paris,Paris,,,,,,,/Restaurant_Review-g187147-d8520166-Reviews-Le_Fournil_de_Paris-Paris_Ile_de_France.html,d8520166
14548,Le Bar Signature,Paris,,,,,,,/Restaurant_Review-g187147-d8533499-Reviews-Le_Bar_Signature-Paris_Ile_de_France.html,d8533499
14549,Tea Consulting France,Paris,,,,,,,/Restaurant_Review-g187147-d8537404-Reviews-Tea_Consulting_France-Paris_Ile_de_France.html,d8537404
14550,Bacio Nero,Paris,,,,,,,/Restaurant_Review-g187147-d8653396-Reviews-Bacio_Nero-Paris_Ile_de_France.html,d8653396
14551,Eric Traiteur,Paris,['Cajun & Creole'],,,$$ - $$$,,,/Restaurant_Review-g187147-d8659400-Reviews-Eric_Traiteur-Paris_Ile_de_France.html,d8659400
14552,Ensebmle,Paris,['International'],,,$$$$,,,/Restaurant_Review-g187147-d8667418-Reviews-Ensebmle-Paris_Ile_de_France.html,d8667418
14553,Paris Pizza,Paris,,,,,,,/Restaurant_Review-g187147-d8701682-Reviews-Paris_Pizza-Paris_Ile_de_France.html,d8701682
14554,Chez Esther,Paris,['Caribbean'],,,,,,/Restaurant_Review-g187147-d8707577-Reviews-Chez_Esther-Paris_Ile_de_France.html,d8707577
14555,La Bronzette Sur le Toit,Paris,['French'],,,,,,/Restaurant_Review-g187147-d8707586-Reviews-La_Bronzette_Sur_le_Toit-Paris_Ile_de_France.html,d8707586
14556,Le Petit Patay,Paris,['French'],,,,,,/Restaurant_Review-g187147-d8707599-Reviews-Le_Petit_Patay-Paris_Ile_de_France.html,d8707599
14557,Posso,Paris,,,,,,,/Restaurant_Review-g187147-d8764493-Reviews-Posso-Paris_Ile_de_France.html,d8764493
14558,Modern Times,Paris,"['French', 'Asian', 'Contemporary']",,,$$ - $$$,,,/Restaurant_Review-g187147-d8770508-Reviews-Modern_Times-Paris_Ile_de_France.html,d8770508
14559,JamonjamonITO,Paris,['Spanish'],,,$$ - $$$,,,/Restaurant_Review-g187147-d8852736-Reviews-JamonjamonITO-Paris_Ile_de_France.html,d8852736
14560,Frances & Co,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d8875309-Reviews-Frances_Co-Paris_Ile_de_France.html,d8875309
14561,Au Bois De Boubou,Paris,,,,,,,/Restaurant_Review-g187147-d8875493-Reviews-Au_Bois_De_Boubou-Paris_Ile_de_France.html,d8875493
14562,Le Central,Paris,,,,,,,/Restaurant_Review-g187147-d9561937-Reviews-Le_Central-Paris_Ile_de_France.html,d9561937
14563,All Chicken,Paris,,,,,,,/Restaurant_Review-g187147-d9593088-Reviews-All_Chicken-Paris_Ile_de_France.html,d9593088
14564,City Chef,Paris,,,,,,,/Restaurant_Review-g187147-d9716018-Reviews-City_Chef-Paris_Ile_de_France.html,d9716018
14565,Sultan,Paris,,,,,,,/Restaurant_Review-g187147-d9728861-Reviews-Sultan-Paris_Ile_de_France.html,d9728861
14566,Cave Bernard Magrez Paris,Paris,,,,,,,/Restaurant_Review-g187147-d9735740-Reviews-Cave_Bernard_Magrez_Paris-Paris_Ile_de_France.html,d9735740
14567,Saveurs D'asie,Paris,,,,,,,/Restaurant_Review-g187147-d9749824-Reviews-Saveurs_D_asie-Paris_Ile_de_France.html,d9749824
14568,BGR - Burger Gourmand et Race,Paris,,,,,,,/Restaurant_Review-g187147-d9752182-Reviews-BGR_Burger_Gourmand_et_Race-Paris_Ile_de_France.html,d9752182
14569,Malwok,Paris,,,,,,,/Restaurant_Review-g187147-d9770759-Reviews-Malwok-Paris_Ile_de_France.html,d9770759
14570,White kitchen,Paris,,,,,,,/Restaurant_Review-g187147-d9772087-Reviews-White_kitchen-Paris_Ile_de_France.html,d9772087
14571,Lerey,Paris,,,,,,,/Restaurant_Review-g187147-d9974928-Reviews-Lerey-Paris_Ile_de_France.html,d9974928
14572,Pizza Cinq,Paris,,,,,,,/Restaurant_Review-g187147-d9982933-Reviews-Pizza_Cinq-Paris_Ile_de_France.html,d9982933
